date,county,state,fips,TAVG,TMAX,TMIN,PRCP,WIND,DEWP_mean,RH,station
2000-02-23,Dallas County,TX,48113,18.9,25.0,12.2,0.0,6.0,10.1,56.5,GHCND:USW00013960
2000-02-24,Dallas County,TX,48113,20.6,24.4,16.1,0.0,7.4,12.5,59.7,GHCND:USW00013960
2000-02-25,Dallas County,TX,48113,21.7,26.7,16.7,18.5,6.7,14.2,62.4,GHCND:USW00013960
2000-02-26,Dallas County,TX,48113,15.0,19.4,10.0,0.0,5.1,5.8,54.1,GHCND:USW00013960
2000-02-27,Dallas County,TX,48113,13.3,21.1,5.0,0.0,3.0,1.9,45.8,GHCND:USW00013960
2000-02-28,Dallas County,TX,48113,15.6,21.7,9.4,0.0,6.9,3.6,44.6,GHCND:USW00013960
2000-02-29,Dallas County,TX,48113,20.6,26.7,13.9,0.0,5.5,8.7,46.4,GHCND:USW00013960
2000-03-01,Dallas County,TX,48113,15.6,21.7,9.4,0.0,4.0,3.2,43.5,GHCND:USW00013960
2000-03-02,Dallas County,TX,48113,19.4,24.4,13.9,5.8,5.1,9.5,52.8,GHCND:USW00013960
2000-03-03,Dallas County,TX,48113,12.2,15.6,8.9,0.0,6.3,7.3,71.9,GHCND:USW00013960
2000-03-04,Dallas County,TX,48113,11.1,17.2,5.0,0.0,2.5,2.7,56.1,GHCND:USW00013960
2000-03-05,Dallas County,TX,48113,13.3,19.4,7.2,0.0,5.8,5.3,58.3,GHCND:USW00013960
2000-03-06,Dallas County,TX,48113,19.4,23.3,15.6,0.0,5.7,12.5,64.5,GHCND:USW00013960
2000-03-07,Dallas County,TX,48113,20.6,25.6,15.0,1.0,7.4,16.6,77.9,GHCND:USW00013960
2000-03-08,Dallas County,TX,48113,20.0,26.1,13.9,0.5,3.6,7.4,44.1,GHCND:USW00013960
2000-03-09,Dallas County,TX,48113,16.1,22.2,10.0,0.0,2.5,5.4,48.9,GHCND:USW00013960
2000-03-10,Dallas County,TX,48113,12.2,16.7,7.2,8.6,4.6,8.2,76.5,GHCND:USW00013960
2000-03-11,Dallas County,TX,48113,8.3,13.3,2.8,0.0,4.9,1.2,60.9,GHCND:USW00013960
2000-03-12,Dallas County,TX,48113,10.0,16.7,3.3,0.0,3.6,0.5,51.7,GHCND:USW00013960
2000-03-13,Dallas County,TX,48113,14.4,21.1,7.8,0.0,4.6,5.3,54.4,GHCND:USW00013960
2000-03-14,Dallas County,TX,48113,16.1,18.3,13.9,3.6,4.4,8.3,59.9,GHCND:USW00013960
2000-03-15,Dallas County,TX,48113,18.9,22.8,14.4,0.0,3.6,12.9,68.1,GHCND:USW00013960
2000-03-16,Dallas County,TX,48113,14.4,22.2,6.1,0.0,4.6,13.6,95.1,GHCND:USW00013960
2000-03-17,Dallas County,TX,48113,6.1,8.3,3.9,0.0,3.4,3.6,83.8,GHCND:USW00013960
2000-03-18,Dallas County,TX,48113,13.9,23.3,3.9,0.3,4.5,6.2,59.6,GHCND:USW00013960
2000-03-19,Dallas County,TX,48113,12.8,18.3,7.2,0.0,5.7,2.4,49.4,GHCND:USW00013960
2000-03-20,Dallas County,TX,48113,16.1,23.9,7.8,0.0,7.2,2.8,40.8,GHCND:USW00013960
2000-03-21,Dallas County,TX,48113,16.7,20.0,12.8,26.2,6.1,9.1,61.0,GHCND:USW00013960
2000-03-22,Dallas County,TX,48113,18.9,23.9,13.3,12.4,6.4,13.3,70.0,GHCND:USW00013960
2000-03-23,Dallas County,TX,48113,17.8,21.1,14.4,1.3,5.2,14.1,78.7,GHCND:USW00013960
2000-03-24,Dallas County,TX,48113,19.4,28.3,10.6,0.0,3.9,12.0,62.1,GHCND:USW00013960
2000-03-25,Dallas County,TX,48113,23.9,28.3,19.4,3.8,3.8,16.9,65.1,GHCND:USW00013960
2000-03-26,Dallas County,TX,48113,21.7,27.8,15.6,4.1,3.5,16.0,70.0,GHCND:USW00013960
2000-03-27,Dallas County,TX,48113,19.4,24.4,14.4,0.0,3.1,10.7,57.0,GHCND:USW00013960
2000-03-28,Dallas County,TX,48113,21.1,27.2,14.4,22.6,5.3,11.0,52.4,GHCND:USW00013960
2000-03-29,Dallas County,TX,48113,18.9,26.1,11.7,0.0,6.1,16.4,85.2,GHCND:USW00013960
2000-03-30,Dallas County,TX,48113,12.8,15.6,10.0,0.0,3.8,7.8,71.5,GHCND:USW00013960
2000-03-31,Dallas County,TX,48113,13.9,18.9,8.9,0.0,2.9,8.5,69.9,GHCND:USW00013960
2000-04-01,Dallas County,TX,48113,16.1,19.4,12.2,7.9,4.6,12.1,77.0,GHCND:USW00013960
2000-04-02,Dallas County,TX,48113,12.8,14.4,11.1,1.0,3.0,10.5,85.9,GHCND:USW00013960
2000-04-03,Dallas County,TX,48113,12.2,15.6,8.3,0.0,5.7,8.3,77.2,GHCND:USW00013960
2000-04-04,Dallas County,TX,48113,12.8,20.6,5.0,0.0,3.4,0.6,43.2,GHCND:USW00013960
2000-04-05,Dallas County,TX,48113,-17.8,25.6,8.9,0.0,6.7,5.9,100.0,GHCND:USW00013960
2000-04-06,Dallas County,TX,48113,20.6,27.2,13.9,0.0,7.4,12.5,59.6,GHCND:USW00013960
2000-04-07,Dallas County,TX,48113,22.8,30.6,15.0,0.0,7.7,15.7,64.1,GHCND:USW00013960
2000-04-08,Dallas County,TX,48113,11.7,16.1,7.2,0.0,4.3,-1.7,39.3,GHCND:USW00013960
2000-04-09,Dallas County,TX,48113,13.9,21.1,6.1,0.0,6.3,-1.5,34.6,GHCND:USW00013960
2000-04-10,Dallas County,TX,48113,18.3,22.2,13.9,0.0,7.4,10.2,59.2,GHCND:USW00013960
2000-04-11,Dallas County,TX,48113,21.1,26.1,15.6,21.8,4.7,17.3,79.0,GHCND:USW00013960
